index_i,index_j,geodesique_km,routier_km,asymetrie_km,ratio
35,99,359.854,499.695,0.61,1.3886
35,101,409.811,552.52,0.58,1.3482
36,37,93.161,110.12,0.24,1.182
36,38,87.844,109.01,0.26,1.2409
36,43,118.708,153.325,0.25,1.2916
36,44,79.51,98.465,0.07,1.2384
36,45,94.759,116.965,0.77,1.2343
36,49,166.783,204.885,0.77,1.2285
36,50,166.983,214.705,4.05,1.2858
36,52,87.081,116.62,1.98,1.3392
36,55,82.767,98.715,0.79,1.1927
36,59,88.455,103.725,0.73,1.1726
36,60,96.02,135.505,1.45,1.4112
36,62,111.248,140.435,0.91,1.2624
36,65,131.938,172.595,0.99,1.3082
36,68,145.74,168.375,0.81,1.1553
36,69,207.868,231.74,0.94,1.1148
36,70,201.426,223.665,0.75,1.1104
36,73,215.478,248.86,5.58,1.1549
36,76,177.677,204.055,0.81,1.1485
36,78,108.785,153.345,0.41,1.4096
36,79,86.772,112.46,3.3,1.296
36,80,130.272,200.07,0.32,1.5358
36,81,110.234,182.04,0.42,1.6514
36,82,218.915,293.395,0.27,1.3402
36,84,253.069,334.8,0.34,1.323
36,85,196.323,263.045,0.25,1.3399
36,89,329.224,409.05,1.36,1.2425
36,90,308.08,389.075,1.29,1.2629
36,91,295.858,359.385,0.81,1.2147
36,96,407.494,496.44,0.76,1.2183
36,97,393.415,486.965,0.77,1.2378
36,98,287.34,417.105,1.11,1.4516
36,99,316.902,456.41,1.18,1.4402
36,101,367.3,509.235,1.17,1.3864
37,38,15.729,24.555,0.45,1.5611
37,43,86.726,105.75,0.84,1.2194
37,44,73.191,119.65,1.12,1.6348
37,45,88.79,138.145,0.41,1.5559
37,49,159.41,226.07,0.42,1.4182
37,50,174.693,235.865,0.41,1.3502
37,52,174.829,222.63,1.44,1.2734
37,55,169.674,204.725,0.25,1.2066
37,59,173.922,209.735,0.19,1.2059
37,60,186.665,241.515,0.91,1.2938
37,62,199.752,246.445,0.37,1.2338
37,65,223.505,278.605,0.45,1.2465
37,68,231.69,274.385,0.27,1.1843
37,69,292.28,337.75,0.4,1.1556
37,70,286.185,329.675,0.21,1.152
37,73,298.818,354.87,5.04,1.1876
37,76,265.241,310.065,0.27,1.169
37,78,178.264,259.355,0.95,1.4549
37,79,149.282,192.4,0.7,1.2888
37,80,182.944,235.81,0.62,1.289
37,81,171.415,233.17,0.68,1.3603
37,82,251.771,343.265,0.73,1.3634
37,84,283.37,384.665,0.79,1.3575
37,85,250.622,369.055,0.79,1.4726
37,89,404.914,515.055,0.83,1.272
37,90,376.016,495.08,0.76,1.3166
37,91,367.141,465.395,0.27,1.2676
37,96,484.95,602.45,0.22,1.2423
37,97,469.754,592.975,0.23,1.2623
37,98,331.126,523.115,0.57,1.5798
37,99,353.832,562.42,0.64,1.5895
37,101,404.209,615.245,0.63,1.5221
38,43,71.82,83.195,0.31,1.1584
38,44,57.769,74.38,0.08,1.2875
38,45,73.086,92.765,0.05,1.2693
38,49,144.074,180.49,2.78,1.2528
38,50,159.007,199.83,18.74,1.2567
38,52,165.614,221.52,0.94,1.3376
38,55,160.287,203.62,0.26,1.2703
38,59,164.104,208.625,0.31,1.2713
38,60,178.375,240.4,0.4,1.3477
38,62,190.52,245.34,0.14,1.2877
38,65,215.46,277.495,0.07,1.2879
38,68,221.451,273.27,0.24,1.234
38,69,281.334,336.635,0.11,1.1966
38,70,275.35,328.56,0.3,1.1932
38,73,287.591,353.76,4.54,1.2301
38,76,255.292,308.955,0.23,1.2102
38,78,165.647,258.245,1.47,1.559
38,79,136.364,191.29,1.22,1.4028
38,80,168.604,234.7,1.14,1.392
38,81,157.965,232.065,1.19,1.4691
38,82,236.153,342.16,1.24,1.4489
38,84,267.678,343.805,2.69,1.2844
38,85,235.953,367.94,1.3,1.5594
38,89,391.972,513.95,0.32,1.3112
38,90,362.142,493.975,0.25,1.364
38,91,353.674,464.29,0.24,1.3128
38,96,472.159,601.335,0.29,1.2736
38,97,456.806,591.865,0.27,1.2957
38,98,315.703,522.005,0.07,1.6535
38,99,338.197,561.31,0.14,1.6597
38,101,388.546,614.135,0.11,1.5806
43,44,39.52,54.87,6.58,1.3884
43,45,30.221,58.165,0.27,1.9247
43,49,73.32,96.555,0.01,1.3169
43,50,92.173,123.88,0.02,1.344
43,52,164.832,265.835,0.95,1.6128
43,55,159.132,247.93,0.26,1.558
43,59,159.994,252.94,0.3,1.5809
43,60,181.381,284.715,0.41,1.5697
43,62,187.236,289.65,0.14,1.547
43,65,216.869,321.81,0.06,1.4839
43,68,209.934,317.585,0.23,1.5128
43,69,262.46,380.95,0.1,1.4515
43,70,257.417,372.875,0.29,1.4485
43,73,266.666,398.07,4.54,1.4928
43,76,243.707,353.27,0.22,1.4496
43,78,142.367,199.36,0.96,1.4003
43,79,114.59,166.165,0.87,1.4501
43,80,129.312,169.45,0.1,1.3104
43,81,128.533,206.935,0.89,1.61
43,82,175.652,228.155,0.01,1.2989
43,84,204.536,259.875,0.09,1.2706
43,85,189.173,256.775,0.01,1.3574
43,89,356.592,558.26,0.32,1.5655
43,90,319.886,538.285,0.25,1.6827
43,91,314.914,508.6,0.24,1.615
43,96,436.837,645.65,0.28,1.478
43,97,420.508,636.175,0.27,1.5129
43,98,257.712,330.505,0.09,1.2825
43,99,276.075,352.745,0.09,1.2777
43,101,325.461,406.72,0.18,1.2497
44,45,18.57,20.205,0.03,1.088
44,49,95.771,108.135,0.03,1.1291
44,50,105.235,117.925,0.03,1.1206
44,52,129.957,210.975,1.13,1.6234
44,55,124.249,193.075,0.07,1.5539
44,59,126.062,198.08,0.12,1.5713
44,60,145.73,229.855,0.59,1.5773
44,62,153.547,234.795,0.05,1.5291
44,65,182.142,266.95,0.12,1.4656
44,68,179.574,262.725,0.05,1.463
44,69,235.83,326.09,0.08,1.3827
44,70,230.312,318.015,0.11,1.3808
44,73,241.037,343.215,4.73,1.4239
44,76,213.758,298.41,0.04,1.396
44,78,116.178,139.225,0.09,1.1984
44,79,86.723,106.035,0.19,1.2227
44,80,112.913,149.435,0.11,1.3235
44,81,105.484,146.805,0.17,1.3917
44,82,178.77,224.785,0.05,1.2574
44,84,210.77,256.5,0.02,1.217
44,85,179.13,226.2,0.8,1.2628
44,89,339.314,503.405,0.51,1.4836
44,90,306.989,483.43,0.44,1.5747
44,91,299.631,453.745,0.05,1.5143
44,96,419.745,590.79,0.1,1.4075
44,97,403.974,581.315,0.09,1.439
44,98,257.949,327.13,0.02,1.2682
44,99,280.862,349.37,0.02,1.2439
44,101,331.344,403.345,0.11,1.2173
45,49,77.222,88.115,0.01,1.1411
45,50,87.218,97.91,0.0,1.1226
45,52,134.64,229.48,0.42,1.7044
45,55,128.944,211.575,0.77,1.6408
45,59,129.773,216.585,0.83,1.669
45,60,151.256,248.355,0.11,1.642
45,62,157.024,253.29,0.66,1.6131
45,65,186.653,285.45,0.58,1.5293
45,68,180.178,281.225,0.75,1.5608
45,69,233.809,344.59,0.62,1.4738
45,70,228.604,336.52,0.82,1.4721
45,73,238.365,361.71,4.02,1.5175
45,76,214.085,316.91,0.74,1.4803
45,78,113.503,154.56,0.02,1.3617
45,79,85.086,121.365,0.11,1.4264
45,80,104.347,142.26,0.04,1.3633
45,81,100.642,162.135,0.09,1.611
45,82,163.265,204.77,0.08,1.2542
45,84,194.596,236.485,0.01,1.2153
45,85,168.138,230.805,0.01,1.3727
45,89,332.06,521.9,0.2,1.5717
45,90,297.619,501.93,0.26,1.6865
45,91,291.346,472.245,0.75,1.6209
45,96,412.484,609.295,0.81,1.4771
45,97,396.425,599.815,0.79,1.5131
45,98,243.554,307.115,0.01,1.261
45,99,265.227,329.36,0.0,1.2418
45,101,315.508,383.33,0.08,1.215
49,50,28.199,32.835,0.01,1.1644
49,52,178.098,230.695,0.49,1.2953
49,55,173.097,236.84,0.58,1.3683
49,59,170.901,227.47,1.12,1.331
49,60,195.585,249.575,0.05,1.276
49,62,194.393,245.735,0.05,1.2641
49,65,224.975,277.895,0.13,1.2352
49,68,205.521,245.065,0.11,1.1924
49,69,245.027,288.915,0.17,1.1791
49,70,241.405,288.095,0.01,1.1934
49,73,246.661,300.7,0.0,1.2191
49,76,235.722,280.745,0.09,1.191
49,78,136.596,171.745,0.55,1.2573
49,79,119.026,145.305,0.05,1.2208
49,80,106.517,127.315,0.01,1.1953
49,81,119.145,169.145,0.01,1.4197
49,82,113.149,131.035,0.01,1.1581
49,84,137.322,162.75,0.06,1.1852
49,85,144.794,168.325,0.01,1.1625
49,89,316.187,396.705,1.23,1.2547
49,90,273.115,376.73,1.16,1.3794
49,91,272.245,347.045,0.67,1.2748
49,96,394.45,484.1,0.62,1.2273
49,97,377.44,474.62,0.64,1.2575
49,98,195.033,233.38,0.06,1.1966
49,99,208.559,255.62,0.06,1.2256
49,101,256.504,309.595,0.15,1.207
50,52,164.245,213.72,0.36,1.3012
50,55,159.701,218.38,0.26,1.3674
50,59,156.536,210.5,1.0,1.3447
50,60,181.407,232.6,0.18,1.2822
50,62,177.887,228.765,0.07,1.286
50,65,207.957,260.92,0.0,1.2547
50,68,185.15,228.09,0.24,1.2319
50,69,220.697,259.92,0.16,1.1777
50,70,217.434,263.18,0.06,1.2104
50,73,221.764,267.4,0.06,1.2058
50,76,213.801,271.75,0.02,1.271
50,78,118.365,154.775,0.43,1.3076
50,79,105.761,135.305,0.11,1.2793
50,80,84.692,110.345,0.11,1.3029
50,81,100.888,152.175,0.11,1.5084
50,82,86.323,110.32,0.04,1.278
50,84,112.852,142.04,0.12,1.2586
50,85,116.917,136.355,0.11,1.1663
50,89,288.166,364.74,1.14,1.2657
50,90,244.916,344.765,1.07,1.4077
50,91,244.151,315.08,0.58,1.2905
50,96,366.296,452.13,0.52,1.2343
50,97,349.272,442.655,0.55,1.2674
50,98,168.682,212.665,0.11,1.2607
50,99,184.454,234.91,0.12,1.2735
50,101,233.451,288.885,0.21,1.2375
52,55,5.716,7.15,1.02,1.2509
52,59,8.254,10.785,0.31,1.3066
52,60,17.528,22.065,0.15,1.2588
52,62,24.931,28.22,0.72,1.1319
52,65,52.207,60.42,1.56,1.1573
52,68,58.679,72.415,0.29,1.2341
52,69,120.864,135.78,0.42,1.1234
52,70,114.389,127.7,0.22,1.1164
52,73,128.664,152.9,5.06,1.1884
52,76,90.93,108.095,0.29,1.1888
52,78,51.951,56.655,0.57,1.0905
52,79,59.106,91.085,0.67,1.541
52,80,89.275,103.375,0.47,1.1579
52,81,66.681,85.345,0.57,1.2799
52,82,179.34,196.705,0.43,1.0968
52,84,211.76,238.105,0.49,1.1244
52,85,136.658,166.35,0.4,1.2173
52,89,244.705,313.09,0.84,1.2795
52,90,228.661,293.115,0.77,1.2819
52,91,214.354,263.43,0.28,1.2289
52,96,321.793,400.48,0.24,1.2445
52,97,308.206,391.005,0.25,1.2686
52,98,229.769,321.145,0.59,1.3977
52,99,263.958,360.45,0.66,1.3656
52,101,311.868,413.28,0.64,1.3252
55,59,7.044,10.045,0.29,1.426
55,60,22.855,28.96,0.88,1.2671
55,62,30.254,35.115,1.75,1.1607
55,65,57.922,67.315,2.59,1.1622
55,68,63.062,77.075,0.39,1.2222
55,69,125.111,140.44,0.52,1.1225
55,70,118.687,132.36,0.32,1.1152
55,73,132.729,157.56,5.16,1.1871
55,76,95.788,112.755,0.39,1.1771
55,78,49.352,61.315,0.47,1.2424
55,79,54.235,74.69,4.02,1.3772
55,80,86.164,108.035,0.37,1.2538
55,81,63.227,90.005,0.47,1.4235
55,82,177.039,201.365,0.33,1.1374
55,84,209.743,242.765,0.39,1.1574
55,85,135.912,171.01,0.3,1.2582
55,89,247.95,317.75,0.94,1.2815
55,90,230.852,297.775,0.87,1.2899
55,91,216.908,268.09,0.38,1.236
55,96,325.4,405.14,0.34,1.2451
55,97,311.662,395.665,0.35,1.2695
55,98,229.234,325.805,0.69,1.4213
55,99,263.076,365.11,0.76,1.3878
55,101,311.308,417.94,0.74,1.3425
59,60,24.874,31.225,0.03,1.2553
59,62,27.485,40.52,0.12,1.4743
59,65,56.985,72.68,0.2,1.2754
59,68,57.985,68.46,0.02,1.1807
59,69,119.697,131.825,0.15,1.1013
59,70,113.343,123.75,0.04,1.0918
59,73,127.102,148.945,4.79,1.1719
59,76,91.319,104.14,0.02,1.1404
59,78,43.71,53.43,1.2,1.2224
59,79,51.892,73.17,0.4,1.41
59,80,81.025,100.155,1.11,1.2361
59,81,58.484,82.125,1.21,1.4042
59,82,171.176,193.48,1.06,1.1303
59,84,203.678,234.885,1.13,1.1532
59,85,129.171,163.13,1.04,1.2629
59,89,241.584,309.13,0.58,1.2796
59,90,223.996,289.16,0.5,1.2909
59,91,210.184,259.47,0.02,1.2345
59,96,319.281,396.525,0.03,1.2419
59,97,305.429,387.05,0.02,1.2672
59,98,222.431,317.19,0.32,1.426
59,99,256.402,356.495,0.39,1.3904
59,101,304.517,409.32,0.38,1.3442
60,62,18.567,24.17,0.68,1.3018
60,65,37.163,46.905,0.03,1.2621
60,68,54.015,69.02,0.04,1.2778
60,69,115.25,144.78,0.54,1.2562
60,70,108.625,136.705,0.35,1.2585
60,73,123.767,161.905,5.19,1.3081
60,76,82.746,111.59,10.6,1.3486
60,78,66.97,75.53,0.04,1.1278
60,79,76.567,109.96,0.14,1.4361
60,80,104.682,122.26,0.06,1.1679
60,81,82.746,104.225,0.03,1.2596
60,82,192.911,215.58,0.1,1.1175
60,84,224.661,256.98,0.04,1.1439
60,85,146.966,185.225,0.13,1.2603
60,89,242.395,322.095,0.97,1.3288
60,90,230.104,302.12,0.9,1.313
60,91,214.632,272.435,0.41,1.2693
60,96,317.913,409.48,0.36,1.288
60,97,304.938,400.01,0.38,1.3118
60,98,239.143,330.15,0.72,1.3806
60,99,274.123,369.455,0.79,1.3478
60,101,321.136,422.28,0.76,1.315
62,65,30.711,32.85,0.2,1.0696
62,68,35.818,46.73,0.04,1.3047
62,69,97.676,114.35,0.44,1.1707
62,70,91.096,106.28,0.24,1.1667
62,73,105.946,131.47,5.08,1.2409
62,76,66.43,83.99,0.04,1.2643
62,78,60.014,71.69,0.14,1.1946
62,79,76.54,106.13,0.24,1.3866
62,80,97.117,118.42,0.04,1.2194
62,81,77.181,100.39,0.14,1.3007
62,82,181.465,211.745,0.01,1.1669
62,84,212.246,253.145,0.07,1.1927
62,85,132.429,164.53,0.14,1.2424
62,89,224.034,291.66,0.86,1.3019
62,90,211.591,271.685,0.79,1.284
62,91,196.065,242.0,0.3,1.2343
62,96,299.925,379.055,0.25,1.2638
62,97,286.789,369.575,0.27,1.2887
62,98,223.512,299.72,0.6,1.341
62,99,258.991,339.02,0.68,1.309
62,101,305.298,391.85,0.66,1.2835
65,68,38.953,43.405,0.13,1.1143
65,69,89.047,108.655,0.27,1.2202
65,70,82.512,100.585,0.07,1.219
65,73,98.46,125.5,2.24,1.2746
65,76,53.959,66.445,0.03,1.2314
65,78,89.649,103.85,0.22,1.1584
65,79,107.235,138.285,0.31,1.2896
65,80,125.825,150.575,0.11,1.1967
65,81,107.073,132.545,0.21,1.2379
65,82,205.795,245.155,0.05,1.1913
65,84,235.031,286.56,0.12,1.2192
65,85,152.599,181.415,0.03,1.1888
65,89,218.873,289.39,0.94,1.3222
65,90,213.757,269.415,0.87,1.2604
65,91,196.293,239.725,0.39,1.2213
65,96,291.13,376.78,0.34,1.2942
65,97,279.221,367.305,0.35,1.3155
65,98,240.013,297.445,0.69,1.2393
65,99,276.45,336.75,0.76,1.2181
65,101,320.711,389.575,0.75,1.2147
68,69,62.21,66.32,0.28,1.0661
68,70,55.714,58.245,0.09,1.0454
68,73,70.231,83.16,2.22,1.1841
68,76,34.21,38.825,0.05,1.1349
68,78,69.953,86.655,25.99,1.2388
68,79,95.421,139.07,9.88,1.4574
68,80,100.525,117.745,0.11,1.1713
68,81,86.847,115.52,25.64,1.3302
68,82,171.493,203.405,0.01,1.1861
68,84,199.15,244.805,0.05,1.2292
68,85,115.673,139.66,0.04,1.2074
68,89,188.393,247.05,0.96,1.3114
68,90,178.034,227.075,0.89,1.2755
68,91,161.681,197.39,0.4,1.2209
68,96,264.11,334.445,0.35,1.2663
68,97,250.986,324.965,0.37,1.2948
68,98,201.329,255.11,0.7,1.2671
68,99,237.918,294.41,0.78,1.2374
68,101,281.82,347.24,0.76,1.2321
69,70,6.649,7.32,0.18,1.1009
69,73,9.707,12.555,2.39,1.2934
69,76,35.237,37.895,0.37,1.0754
69,78,120.31,168.0,9.84,1.3964
69,79,149.26,185.135,24.85,1.2404
69,80,139.389,163.61,0.1,1.1738
69,81,134.154,162.025,0.23,1.2078
69,82,182.015,199.025,0.13,1.0935
69,84,201.662,240.425,0.07,1.1922
69,85,121.242,135.28,0.16,1.1158
69,89,129.864,192.885,1.53,1.4853
69,90,129.926,172.915,1.47,1.3309
69,91,110.71,143.23,0.98,1.2937
69,96,202.971,280.275,0.93,1.3809
69,97,190.528,270.8,0.94,1.4213
69,98,184.669,198.925,0.39,1.0772
69,99,221.652,238.225,0.45,1.0748
69,101,258.336,291.055,0.43,1.1267
70,73,15.98,18.92,0.04,1.184
70,76,28.842,31.875,0.59,1.1052
70,78,115.118,159.93,10.04,1.3893
70,79,143.867,194.36,9.94,1.351
70,80,135.407,162.79,0.06,1.2022
70,81,129.331,172.42,22.36,1.3332
70,82,181.216,202.28,0.04,1.1162
70,84,201.822,243.68,0.02,1.2074
70,85,120.441,138.535,0.07,1.1502
70,89,136.366,202.81,1.64,1.4872
70,90,135.379,182.845,1.71,1.3506
70,91,116.418,153.155,2.19,1.3156
70,96,209.619,290.205,2.25,1.3844
70,97,197.161,280.73,2.24,1.4239
70,98,186.835,207.535,0.15,1.1108
70,99,223.921,246.835,0.09,1.1023
70,101,261.479,299.66,0.1,1.146
73,76,44.81,55.915,8.91,1.2478
73,78,125.053,149.225,0.07,1.1933
73,79,154.325,184.38,0.08,1.1948
73,80,141.858,175.4,0.06,1.2364
73,81,138.144,173.81,0.08,1.2582
73,82,179.394,206.495,0.03,1.1511
73,84,197.675,247.895,0.03,1.2541
73,85,118.834,142.755,0.05,1.2013
73,89,120.413,193.465,1.01,1.6067
73,90,120.4,173.49,0.94,1.4409
73,91,101.074,143.805,0.45,1.4228
73,96,194.184,280.855,0.39,1.4463
73,97,181.501,271.375,0.41,1.4952
73,98,178.175,197.38,0.18,1.1078
73,99,214.993,236.675,0.11,1.1008
73,101,250.69,289.505,0.13,1.1548
76,78,102.449,122.335,25.99,1.1941
76,79,129.116,174.75,9.86,1.3534
76,80,129.4,153.43,0.1,1.1857
76,81,118.615,151.205,25.65,1.2748
76,82,189.207,210.85,0.0,1.1144
76,84,213.381,252.25,0.06,1.1822
76,85,129.662,147.105,0.03,1.1345
76,89,165.086,233.395,1.17,1.4138
76,90,163.239,213.42,1.1,1.3074
76,91,144.719,183.735,0.61,1.2696
76,96,237.338,320.79,0.56,1.3516
76,97,225.286,311.31,0.58,1.3818
76,98,205.7,238.05,5.9,1.1573
76,99,242.878,277.355,5.83,1.142
76,101,283.083,330.18,5.84,1.1664
78,79,29.594,37.31,0.04,1.2607
78,80,37.731,44.43,0.54,1.1775
78,81,17.538,26.74,0.04,1.5247
78,82,127.702,137.75,0.5,1.0787
78,84,160.562,179.155,0.57,1.1158
78,85,90.199,110.645,0.05,1.2267
78,89,226.712,255.05,1.1,1.125
78,90,200.698,235.075,1.03,1.1713
78,91,190.017,205.39,0.54,1.0809
78,96,306.686,342.445,0.49,1.1166
78,97,291.542,332.965,0.51,1.1421
78,98,183.437,199.36,0.68,1.0868
78,99,216.022,238.66,0.6,1.1048
78,101,265.136,291.49,0.62,1.0994
79,80,43.925,67.93,0.14,1.5465
79,81,23.856,44.885,0.11,1.8815
79,82,135.506,161.25,0.1,1.19
79,84,169.561,202.65,0.16,1.1951
79,85,109.786,145.205,0.01,1.3226
79,89,255.665,290.205,1.09,1.1351
79,90,227.863,270.23,1.02,1.1859
79,91,218.107,240.545,0.53,1.1029
79,96,335.802,377.6,0.48,1.1245
79,97,320.506,368.12,0.5,1.1486
79,98,200.642,222.855,0.27,1.1107
79,99,230.841,262.16,0.2,1.1357
79,101,281.005,314.99,0.22,1.1209
80,81,23.438,41.83,0.0,1.7847
80,82,92.699,117.245,0.03,1.2648
80,84,126.458,158.645,0.11,1.2545
80,85,68.448,101.195,0.05,1.4784
80,89,227.765,263.535,1.25,1.157
80,90,194.077,243.56,1.18,1.255
80,91,187.083,213.875,0.69,1.1432
80,96,308.168,350.93,0.64,1.1388
80,97,292.08,341.45,0.66,1.169
80,98,157.131,178.85,0.2,1.1382
80,99,186.928,218.15,0.14,1.167
80,101,237.148,270.98,0.16,1.1427
81,82,116.026,141.33,0.02,1.2181
81,84,149.647,182.735,0.05,1.2211
81,85,86.104,125.28,0.1,1.455
81,89,234.28,279.635,1.09,1.1936
81,90,204.853,259.67,1.02,1.2676
81,91,195.745,229.98,0.54,1.1749
81,96,314.629,367.03,0.48,1.1665
81,97,299.065,357.555,0.49,1.1956
81,98,177.657,202.94,0.16,1.1423
81,99,208.643,242.235,0.09,1.161
81,101,258.514,295.065,0.11,1.1414
82,84,34.182,40.44,0.16,1.1831
82,85,60.789,75.455,0.09,1.2413
82,89,215.216,303.84,1.16,1.4118
82,90,167.167,283.865,1.09,1.6981
82,91,170.673,254.18,0.6,1.4893
82,96,289.577,391.23,0.54,1.351
82,97,272.271,381.755,0.57,1.4021
82,98,82.453,111.065,0.15,1.347
82,99,102.093,133.31,0.16,1.3058
82,101,152.642,187.28,0.06,1.2269
84,85,84.012,101.415,0.03,1.2071
84,89,214.237,258.41,1.46,1.2062
84,90,163.131,202.375,0.09,1.2406
84,91,170.747,206.68,0.02,1.2104
84,96,283.7,345.805,0.85,1.2189
84,97,266.374,336.33,0.86,1.2626
84,98,61.453,71.585,0.01,1.1649
84,99,71.606,93.83,0.0,1.3104
84,101,121.112,147.8,0.1,1.2204
85,89,171.503,225.4,28.26,1.3143
85,90,130.948,205.425,28.33,1.5688
85,91,127.909,175.74,28.82,1.3739
85,96,250.414,312.79,28.86,1.2491
85,97,233.602,303.315,28.85,1.2984
85,98,93.458,99.325,0.21,1.0628
85,99,127.329,138.63,0.14,1.0888
85,101,175.449,191.455,0.17,1.0912
89,90,52.567,64.235,0.05,1.222
89,91,44.584,51.31,0.06,1.1509
89,96,80.449,91.285,0.05,1.1347
89,97,64.842,81.81,0.04,1.2617
89,98,163.303,186.83,1.46,1.1441
89,99,189.387,226.135,1.39,1.194
89,101,201.267,240.86,0.0,1.1967
90,91,20.977,34.57,0.12,1.648
90,96,122.432,154.18,0.4,1.2593
90,97,105.152,144.7,0.42,1.3761
90,98,110.754,130.795,0.09,1.181
90,99,137.427,170.095,0.17,1.2377
90,101,153.762,175.4,0.14,1.1407
91,96,122.526,144.485,0.15,1.1792
91,97,105.821,135.005,0.17,1.2758
91,98,123.057,135.095,0.01,1.0978
91,99,152.671,174.4,0.08,1.1423
91,101,172.673,211.19,0.18,1.2231
96,97,17.349,23.35,0.04,1.3459
96,98,226.774,274.22,0.86,1.2092
96,99,244.982,313.525,0.79,1.2798
96,101,241.975,330.805,0.45,1.3671
97,98,209.612,264.745,0.87,1.263
97,99,228.354,304.05,0.8,1.3315
97,101,226.792,321.325,0.47,1.4168
98,99,37.191,40.2,0.02,1.0809
98,101,82.1,93.025,0.01,1.1331
99,101,50.749,53.91,0.06,1.0623
